,Reference area,TIME_PERIOD,OBS_VALUE
434,Denmark,1998-Q3,1.663935431
435,Denmark,1998-Q4,0.657514095
436,Denmark,1999-Q1,0.824498865
437,Denmark,1999-Q2,0.445721958
438,Denmark,1999-Q3,0.423754097
439,Denmark,1999-Q4,1.776696669
440,Denmark,2000-Q1,0.690366217
441,Denmark,2000-Q2,1.120905156
442,Denmark,2000-Q3,0.16898917
443,Denmark,2000-Q4,1.629588322
444,Denmark,2001-Q1,-1.559346436
445,Denmark,2001-Q2,0.650245987
446,Denmark,2001-Q3,0.667026538
447,Denmark,2001-Q4,0.506276507
448,Denmark,2002-Q1,-0.705703002
449,Denmark,2002-Q2,0.174341443
450,Denmark,2002-Q3,0.435477138
451,Denmark,2002-Q4,-0.221019577
452,Denmark,2003-Q1,0.294382733
453,Denmark,2003-Q2,-0.767190544
454,Denmark,2003-Q3,0.297120862
455,Denmark,2003-Q4,1.927311901
456,Denmark,2004-Q1,0.429283055
457,Denmark,2004-Q2,0.737377689
458,Denmark,2004-Q3,0.197778353
459,Denmark,2004-Q4,1.101110945
460,Denmark,2005-Q1,-0.420642394
461,Denmark,2005-Q2,2.129826914
462,Denmark,2005-Q3,-0.138228863
463,Denmark,2005-Q4,0.547254709
464,Denmark,2006-Q1,1.047031228
465,Denmark,2006-Q2,3.002147554
466,Denmark,2006-Q3,-0.699059506
467,Denmark,2006-Q4,-0.128920869
468,Denmark,2007-Q1,0.38120769
469,Denmark,2007-Q2,-1.07800767
470,Denmark,2007-Q3,1.711396639
471,Denmark,2007-Q4,1.107176562
472,Denmark,2008-Q1,-0.375353605
473,Denmark,2008-Q2,-0.940209738
474,Denmark,2008-Q3,-0.528851058
475,Denmark,2008-Q4,-1.87853401
476,Denmark,2009-Q1,-1.960202027
477,Denmark,2009-Q2,-1.823408675
478,Denmark,2009-Q3,0.278608301
479,Denmark,2009-Q4,0.187729667
480,Denmark,2010-Q1,0.881377534
481,Denmark,2010-Q2,0.44248976
482,Denmark,2010-Q3,1.375300953
483,Denmark,2010-Q4,-0.561470399
484,Denmark,2011-Q1,0.684030547
485,Denmark,2011-Q2,0.949005566
486,Denmark,2011-Q3,-1.289492443
487,Denmark,2011-Q4,0.768348167
488,Denmark,2012-Q1,-0.240222201
489,Denmark,2012-Q2,-0.023566213
490,Denmark,2012-Q3,0.180338896
491,Denmark,2012-Q4,0.010187576
492,Denmark,2013-Q1,0.729333342
493,Denmark,2013-Q2,0.183565355
494,Denmark,2013-Q3,0.843971921
495,Denmark,2013-Q4,0.022737625
496,Denmark,2014-Q1,0.011035271
497,Denmark,2014-Q2,0.086713346
498,Denmark,2014-Q3,1.463354302
499,Denmark,2014-Q4,-0.068678331
500,Denmark,2015-Q1,0.753654587
501,Denmark,2015-Q2,0.655198752
502,Denmark,2015-Q3,0.160097384
503,Denmark,2015-Q4,0.26970094
504,Denmark,2016-Q1,1.233740421
505,Denmark,2016-Q2,1.091020138
506,Denmark,2016-Q3,0.815694956
507,Denmark,2016-Q4,0.52907489
508,Denmark,2017-Q1,0.967348189
509,Denmark,2017-Q2,1.206374353
510,Denmark,2017-Q3,-0.223431499
511,Denmark,2017-Q4,0.76070515
512,Denmark,2018-Q1,0.812658
513,Denmark,2018-Q2,-0.034955974
514,Denmark,2018-Q3,0.537193737
515,Denmark,2018-Q4,0.148505442
516,Denmark,2019-Q1,0.397379309
517,Denmark,2019-Q2,0.908929024
518,Denmark,2019-Q3,0.324491239
519,Denmark,2019-Q4,0.352717779
520,Finland,1994-Q1,0.621816705
521,Finland,1994-Q2,0.909881374
522,Finland,1994-Q3,2.289583013
523,Finland,1994-Q4,2.545202924
524,Finland,1995-Q1,-0.886020244
525,Finland,1995-Q2,2.726223248
526,Finland,1995-Q3,-0.449515906
527,Finland,1995-Q4,0.075257613
528,Finland,1996-Q1,1.749869844
529,Finland,1996-Q2,0.80729981
530,Finland,1996-Q3,0.521670473
531,Finland,1996-Q4,1.983280969
532,Finland,1997-Q1,1.163526338
533,Finland,1997-Q2,1.59062483
534,Finland,1997-Q3,2.363300591
535,Finland,1997-Q4,2.972859907
536,Finland,1998-Q1,-0.799837493
537,Finland,1998-Q2,1.988839971
538,Finland,1998-Q3,1.3552516
539,Finland,1998-Q4,0.903800916
540,Finland,1999-Q1,1.626993865
541,Finland,1999-Q2,0.516745949
542,Finland,1999-Q3,0.523698561
543,Finland,1999-Q4,0.822081491
544,Finland,2000-Q1,2.993671336
545,Finland,2000-Q2,0.773267053
546,Finland,2000-Q3,1.555220608
547,Finland,2000-Q4,1.140120084
548,Finland,2001-Q1,0.489149769
549,Finland,2001-Q2,0.073015311
550,Finland,2001-Q3,0.683189989
551,Finland,2001-Q4,-0.327199262
552,Finland,2002-Q1,0.698407103
553,Finland,2002-Q2,0.907977071
554,Finland,2002-Q3,-0.214652761
555,Finland,2002-Q4,1.175524749
556,Finland,2003-Q1,-0.743079269
557,Finland,2003-Q2,1.464828959
558,Finland,2003-Q3,1.194182625
559,Finland,2003-Q4,0.214944999
560,Finland,2004-Q1,1.261670452
561,Finland,2004-Q2,0.816097683
562,Finland,2004-Q3,1.134935838
563,Finland,2004-Q4,1.531568228
564,Finland,2005-Q1,0.984915349
565,Finland,2005-Q2,-1.241483424
566,Finland,2005-Q3,1.45017901
567,Finland,2005-Q4,0.299371518
568,Finland,2006-Q1,2.542004349
569,Finland,2006-Q2,0.152286221
570,Finland,2006-Q3,0.956597055
571,Finland,2006-Q4,0.836955693
572,Finland,2007-Q1,1.981433514
573,Finland,2007-Q2,1.716754111
574,Finland,2007-Q3,0.944135606
575,Finland,2007-Q4,1.291009877
576,Finland,2008-Q1,-0.108738279
577,Finland,2008-Q2,-0.769134679
578,Finland,2008-Q3,0.336294644
579,Finland,2008-Q4,-2.175900203
580,Finland,2009-Q1,-6.498836549
581,Finland,2009-Q2,-0.425223389
582,Finland,2009-Q3,0.956410509
583,Finland,2009-Q4,-0.707588546
584,Finland,2010-Q1,0.869684715
585,Finland,2010-Q2,2.862925984
586,Finland,2010-Q3,-0.491939756
587,Finland,2010-Q4,2.152418619
588,Finland,2011-Q1,0.420668602
589,Finland,2011-Q2,-0.248378128
590,Finland,2011-Q3,0.122640107
591,Finland,2011-Q4,0.09836309
592,Finland,2012-Q1,-0.609993511
593,Finland,2012-Q2,-1.048390106
594,Finland,2012-Q3,-0.352537516
595,Finland,2012-Q4,-0.122973305
596,Finland,2013-Q1,-0.86755569
597,Finland,2013-Q2,0.445217258
598,Finland,2013-Q3,0.266326783
599,Finland,2013-Q4,-0.176447151
600,Finland,2014-Q1,-0.855285665
601,Finland,2014-Q2,0.195537152
602,Finland,2014-Q3,0.294646615
603,Finland,2014-Q4,-0.103014117
604,Finland,2015-Q1,-0.824962762
605,Finland,2015-Q2,1.44414064
606,Finland,2015-Q3,-0.091109255
607,Finland,2015-Q4,0.573751805
608,Finland,2016-Q1,1.165514375
609,Finland,2016-Q2,-0.020539632
610,Finland,2016-Q3,1.090691768
611,Finland,2016-Q4,0.448935856
612,Finland,2017-Q1,0.97110592
613,Finland,2017-Q2,1.315142352
614,Finland,2017-Q3,0.467449345
615,Finland,2017-Q4,0.787387484
616,Finland,2018-Q1,0.216615472
617,Finland,2018-Q2,-0.196658576
618,Finland,2018-Q3,-0.097635447
619,Finland,2018-Q4,0.088846243
620,Finland,2019-Q1,0.868144939
621,Finland,2019-Q2,0.705787102
622,Finland,2019-Q3,0.057675166
623,Finland,2019-Q4,-0.195633188
624,France,1994-Q1,0.678724528
625,France,1994-Q2,1.003435029
626,France,1994-Q3,0.903235693
627,France,1994-Q4,0.942651715
628,France,1995-Q1,0.472548244
629,France,1995-Q2,0.655686021
630,France,1995-Q3,0.15627681
631,France,1995-Q4,-0.039506522
632,France,1996-Q1,0.695138587
633,France,1996-Q2,0.192828387
634,France,1996-Q3,0.386020355
635,France,1996-Q4,0.384653155
636,France,1997-Q1,0.426885772
637,France,1997-Q2,1.049612486
638,France,1997-Q3,0.994352986
639,France,1997-Q4,0.988207797
640,France,1998-Q1,0.958484327
641,France,1998-Q2,0.716077
642,France,1998-Q3,0.517227801
643,France,1998-Q4,0.68554403
644,France,1999-Q1,0.688044134
645,France,1999-Q2,0.648444927
646,France,1999-Q3,1.473037182
647,France,1999-Q4,1.416269428
648,France,2000-Q1,0.941783575
649,France,2000-Q2,1.153044743
650,France,2000-Q3,0.783435039
651,France,2000-Q4,0.588681755
652,France,2001-Q1,0.503162942
653,France,2001-Q2,0.039740376
654,France,2001-Q3,0.579853797
655,France,2001-Q4,-0.444269979
656,France,2002-Q1,0.581201284
657,France,2002-Q2,0.470182852
658,France,2002-Q3,0.404455174
659,France,2002-Q4,0.084481134
660,France,2003-Q1,0.287132427
661,France,2003-Q2,-0.436921814
662,France,2003-Q3,1.102269703
663,France,2003-Q4,0.377648483
664,France,2004-Q1,1.032484745
665,France,2004-Q2,0.453416639
666,France,2004-Q3,0.354074043
667,France,2004-Q4,0.892723292
668,France,2005-Q1,0.295094012
669,France,2005-Q2,0.210585091
670,France,2005-Q3,0.778246743
671,France,2005-Q4,0.687552163
672,France,2006-Q1,0.869567006
673,France,2006-Q2,1.217475112
674,France,2006-Q3,0.066734384
675,France,2006-Q4,0.533262744
676,France,2007-Q1,1.053438918
677,France,2007-Q2,0.652157461
678,France,2007-Q3,0.33409885
679,France,2007-Q4,0.052868853
680,France,2008-Q1,0.894283034
681,France,2008-Q2,-0.751015061
682,France,2008-Q3,-0.22690788
683,France,2008-Q4,-1.283951825
684,France,2009-Q1,-1.898367961
685,France,2009-Q2,0.177000937
686,France,2009-Q3,0.229990885
687,France,2009-Q4,0.724644598
688,France,2010-Q1,0.282068091
689,France,2010-Q2,0.477623604
690,France,2010-Q3,0.678672918
691,France,2010-Q4,0.568461405
692,France,2011-Q1,1.335251912
693,France,2011-Q2,-0.00484783
694,France,2011-Q3,0.327940757
695,France,2011-Q4,0.338993296
696,France,2012-Q1,-0.032012553
697,France,2012-Q2,-0.410743265
698,France,2012-Q3,0.326491627
699,France,2012-Q4,-0.059173714
700,France,2013-Q1,0.211695404
701,France,2013-Q2,0.880653082
702,France,2013-Q3,-0.216414871
703,France,2013-Q4,0.609870624
704,France,2014-Q1,0.002748421
705,France,2014-Q2,0.226297725
706,France,2014-Q3,0.656613188
707,France,2014-Q4,-0.294973121
708,France,2015-Q1,0.594905046
709,France,2015-Q2,0.037735739
710,France,2015-Q3,0.288093939
711,France,2015-Q4,0.271107504
712,France,2016-Q1,0.31708975
713,France,2016-Q2,-0.24417939
714,France,2016-Q3,0.157743347
715,France,2016-Q4,0.651038821
716,France,2017-Q1,0.687158718
717,France,2017-Q2,0.724581107
718,France,2017-Q3,0.726837571
719,France,2017-Q4,0.607319704
720,France,2018-Q1,-0.036064933
721,France,2018-Q2,0.220825854
722,France,2018-Q3,0.533764486
723,France,2018-Q4,0.725187736
724,France,2019-Q1,0.965051687
